the still pool --,a frog jumps,into itself,
winter thaw --,my gloves,are not far away,
moonless night --,the deepening darkness,of your eyes,
the Cold War lives,I curse,at a game of Tetris,
my two warring cats,snuggling in their sleep,
at the pawn shop ,a tarnished wedding band ,priced for quick sale,
downtown Boston,a noisy flock,of construction cranes,
Davis Square serenade,to dirty grey pigeons,
till sunrise,two yellow traffic lights,through a curtain of rain,
holding hands,with the girl of my dreams,the bartender,
working late again,the ghosts in this elevator,wear cheap cologne,
he laments,that he was more successful,in his past life,
old theatre,the sound of hiking boots,sticking to the floor,
rushing away,from the oncoming train,commuter pigeons,
ignoring,rush hour traffic,the sun,
clutching your flowers,I ignore the smiles,of strangers,
a dusting of snow --,your footprints,and mine,
February cold snap --,halfway to South Station,my coffee is gone,
Cochituate twilight,beyond the pale horizon,the Mass Pike rumbles,
Davis Square garden --,commuters hurry past,swarming bees,
putting away,the lawn furniture,warm October day,
slowly spinning,on the windless lake --,an empty boat,
shifting from east to west,the sound of construction,
November warm spell,she jogs through city traffic,in a white tank top,
Loring Park --,the pusher,plays saxophone,
my five year-old,watches the moon,with a dirty face,
the morning after --,valentine's day roses,in the trash,
city breeze --,yesterday's headline,crosses the street,
hurdling over a pothole,city jogger,
playing football with my sons,the taste of trampled grass  ,
first day of spring,her white silk stockings,and winter coat,
even the cicadas,stop,for the fire truck,
which of these two mirrors ,beholds my true ,wine-blushed face?,
holiday feast --,serving you,I'd much rather dine with you,
April afternoon --,the snow disappears,into jazz,
Y2K-Ready,a shabbily dressed woman,feeding pigeons,
his first day of school,a rabbit hiding,in a field of clover,
after the ice storm,the fire escape,ignited by sunlight,
distant subway train,,rescue me,from these shadows!,
boardwalk musician,completely equipped,with rollerblades,
escaping the heat,I watch the snow,on my television,
bulk mail,from a Congressman,I didn't elect,
her hair billows,in the breeze,of a passing bus,
April morning,not yet tired,of dandelions,
scrutinizing,my new haircut,a noisy blackbird,
clumsy bumblebees,sing their drunken tune:,clover is in bloom,
November dusk --,the buck returns awaiting,another dawn,
as crows,circle above,I check my watch,
strutting on the subway platform,the pigeon,and the prostitute,
Manhattan snowfall:,boots instead of sneakers,with business suits,
chasing a mosquito,I stub my toe,
Pay Day -,narrowly missing,another storm,
winter fog --,the rise and fall,of the ventilator,
waiting for the train,the slow cascade,of a Guinness,
each brown ale,reminds me more of the color,of my children's eyes,
Back Bay Station --,dressed to kill,she ignores the train,
an old cop,who would rather not,wake up the drunk,
early morning snow,an extra sugar,in my coffee,
downtown breeze --,stepping over,yesterday's news,
snow changes to rain --,I am unable to hold back,these tears,
New England fog,the memory,of your face,
ten after four,slowly passing a refrigerator,filled with beer,
filled with smoke,her eyes,
tearing the sheets from the bed,in search of,a strand of your hair,
over and over again,she mouths &quot;I love you&quot;,headphones buzzing,
Mother's Day --,in search of the last rose,at K-Mart,
midnight,caressing,the wind chimes,
after the rain,the silence,of clouds,
my four year-old son ,and a dandelion ,riding the breeze,
frowning,at the Jack O'Lantern,
taking the ferry,from Port Jeff Station,to the perfect sunset,
from inside the train,the police sirens,are silent,
breakfast at Perkins,waves of grey hair,with nowhere to go,
brilliant red --,sunlit autumn leaves,and my eyes,
unable to find my car,I give the beggar my change,
Memorial Day,one more year the flag,remains in the attic,
undisturbed by the sun,a ragged man,asleep on the beach,
on the back,of a rejection letter,I write my next haiku,
Copley Square -,a conflagration,of frozen sidewalks,
the long drive home --,fields of jasmine,in my dreams,
overcast sky --,the church steeple,just as gray,
closing my eyes,I rearrange the clouds,to spell your name,
also waiting,for the train --,a hungry pigeon,
the thaw continues --,black fishnet stockings,and heavy boots,
will the flowers,in my bachelor pad,ever bloom?,
summer dawn ,rival squirrels ,assault my alarm clock,
smoke rises,from the storm sewer,and my coffee cup,
my daughter's birthday --,my hair is slightly greyer,than it was yesterday,
staggering,toward the last bus,with exact change,
my daughter's toy phone,packed in my luggage again,
at 30,000 feet,the soft and supple curves,of the horizon,
cold Sunday morning,nothing I want,is in these Want Ads,
on the Green Line,a beautiful flower,in her hair,
sharing another breakfast,with Snap, Crackle and Pop,
hidden in his newspaper,a wedding magazine,peppered with post-it notes       ,
turning on the fan ,a shower of rose petals,
beautifully,out of control,her hair,
spring morning --,invisible fog,of lilac blossoms,
turning forty --,my thirteen year-old,is out of shaving cream,
dancing,with the ceiling fan --,a cardboard star,
low on gas,still tasting,that bitter ale,
World Trade Center at dusk -,a pair of sunsets,
via email,birthday wishes,from my daughter,
leaving work late again --,my car in the parking lot,alone,
late morning dew --,a hug,from my oldest son,
on the pitcher's mound,my ten year-old son,seems so small,
above the treetops,a vulture,almost motionless,
climbing down,the subway steps --,melting snow,
the end of summer --,the locusts' song,a season word,
through the blinds,slivers,of full moon,
another late night,searching for you,through the turnpike mist,
the billboard model,always staring,somewhere beyond me,
acid jazz saxophone,also incoherent,after three beers,
across the hallway,neighbors,resume our argument,
savoring the taste,of the rain,on your face,
purring bookends,my two cats,
morning snow --,the sound,of spinning tires,
an old dog,enduring the pokes,of a little boy,
always dreaming,but never quite seeing,the cherry blossoms,
magazine ad reads:,&quot;find your soulmate&quot;,or your money back&quot;,
Mr. Dooley's Tavern --,red-faced stock brokers,liquidated,
empty beer pitcher,carelessly tossed,on her empty side of the bed,
prom night --,my daughter winks,at her aging father,
Ventura Freeway ,racing against ,Suburbia,
same time as yesterday ,a bee overlooks ,my plastic rose,
an old friend,knocking at my door,distant thunder,
smiling at me,the whole way home,my son's teddy bear,
unable to sleep,I count the cars,no longer there,
my son's tears,as the ferry pulls away,summer twilight,
December twilight   ,steam rises,from a storm sewer,
between South Station,and a construction crane,sunrise,
beneath my eyelids,I see your warm body,next to mine,
Christmas with my children,clutching broken toys,
standing on the platform,a crowd,of running noses,
bright city lights,I cannot see,the moon,
reluctant sun,not enough,to melt the snow,
downtown Boston,two cups of coffee later,the summer haze lingers,
the playground at dusk:,children,replaced by shadows,
stripper,yawning,rhythmically,
grep-ing,for the last time,you said &quot;I love you&quot;,
just when I needed,to wish on a star,overcast night,
Dewey Square --,a drunk man argues,with pigeons,
piano practice,slow,steady,rain,
in the eaves,of the homeless shelter,pigeons build a nest,
watching the respirator,the stillness,between breaths,
drowning out ,the window fan ,locust song,
waiting for the bus,yesterday's headline,and me,
daydreaming,when I should be dreaming,gold crescent moon,
alone at the bar,her synthetic diamond,reflecting neon,
Brooklyn,from 30,000 feet --,almost beautiful,
last days of summer --,train station shadows,grow taller,
April sunset --,my daughter's,long-distance tears,
unimpressed ,with morning birdsong ,high-tension wire,
another hot night ,I finally sleep ,to the music of wine,
sleepless night --,the persistent silence,of a memory leak,
that final beer --,my eyes already,at half-mast,
October morning,the disappearing cloud,of my breath,
overcast night ,the only stars ,are fireflies,
October afternoon --,carrying a winter jacket,in the warm sunshine,
spring snow --,she crosses the street,in short skirt and boots,
crowding onto my answering machine,headhunters and bill collectors,
deeply dark,with amber overtones,this ale - your eyes,
frozen to my windshield:,a parking ticket,-- the sudden chill,
sandpiper,and the cold ocean,playing hard-to-get,
speaking with my ex-wife,I break open a peanut,and eat the shell,
mid crossword,a red dress flutters,in the corner of my eye,
december thaw,keeping the mittens,close by,
hot summer night ,the lark and the nightingale ,sing in harmony,
April wind --,dogwood blossoms,at my feet,
spring cleaning --,an ex-girlfriend's letters,in the recycle bin,
unmistakable,your long hair,in the dancing crowd,
pub regulars --,matching piles,of peanut shells,
still wondering ,why that crow ,is laughing at me,
our wedding day,one dozen purple roses,and hot jambalaya,
recently divorced --,still reaching,for the ring,
Thanksgiving dinner:,microwaved leftovers,shared with my cats,
outside Starbuck's,a shivering man waits patiently,for spare change,
emerging ,from the sand dunes ,another jet,
silent snow,tonight,I drink alone,
east of 128,my coffee,grows cold,
asked about his grades,my son drops the ball,
all that matters,is a gorgeous sunset,and this blank page,
too busy,to greet one another,the rabbit and I,
sinuses draining,I tighten,the kitchen faucet,
the cricket's song,penetrating,the moonless mist,
a California souvenir,I can afford --,my sunburnt nose,
my memory of her kiss,lost in thunderclouds,
winter thaw --,wading though the slush,my tears,
the last train home --,the promise of cold dinner,and the smell of beer,
no seat on the train,I watch the bare trees,shiver,
firmly planted,in the greenhouse,a pink flamingo,
Battery Park,Statue of Liberty,in your eyes,
shopping for the ring,my car's brakes,are squealing,
by coincidence,the pillow beside me,also wears your perfume,
thunder and lightning --,suddenly the silence,of the computer,
late for the train,a dog sniffs,the empty benches,
five years later,the neighborhood tomboy's,womanly curves,
morning after,the Super Bowl --,a colorless sky,
hazy night,the full moon,is hot and tired,
awake all night,frozen tree branches,dance on my ceiling,
torn and wrinkled,the photograph of a face,that used to be mine,
restless night --,reaching for the pager,in my sleep,
spring in the air,caught in the web,of her fishnet stockings,
disappointing me,right on time,another blind date,
renku party,the moon shimmers,in a glass of wine,
pen in hand ,I watch the river below ,sign its name in rock,
first frost --,dare I miss,the morning mosquitoes?,
circling,then crossing out,an ex-girlfriend's personal ad,
there -- another haiku,is it time for a beer?,
December in Boston,the chill,of the skyscraper wind,
Ground Hog's Day --,skyscraper shadows,melt into rain,
three jazz pianists,improvising,for ghosts,
noticing,the naked mannequin,I shiver,
the clean-swept,city streets,of Seinfeld,
Back Bay station,the prostitute,dressed in white,
awakened by the bartender,the taxi driver,quickly settles his bill,
circling,then crossing out,a girlfriend's personal ad,
a fork in the road,unexpectedly, we diverge --,I follow a path of tears,
dew,clinging,to September,
under the ceiling fan,our kisses melt,into lovemaking,
in the country silence,I dream of trains,
the junkyard at night,a hubcap filled,with rainwater and stars,
just outside my window,the world's loudest bird,
spotting a familiar face,at the unclaimed baggage counter,
overcast morning,I take my coffee,black,
overnight flurries --,the ominous glow,of sunrise,
the pavement and I,smoldering,in airport traffic,
5 p.m. -,the darkening shadow,on my face,
the end of August,shiny new lunch boxes,lined up on the curb,
listening to the News,I feel guilty,for being alive,
pondering,the OJ verdict,I think of my ex-wife,
one more cold beer,and I'll stop shivering,
quick monday lunch --,an extra paisley,on my tie,
each time the train stops,a mother resumes,her lullaby,
alone again,the numbness,of a winter walk,
midsummer moon,my teenaged daughter,asks me about sex,
decorating the tree,the hands I wish,were holding me now,
her sad eyes,watch my smile,disappear,
playing catch with my sons,-- not a cloud in the sky,
unfamiliar road,the hidden curves,under your blouse,
between fence posts,dandelion seeds,make their escape,
Boston fog --,I can feel,the boom box,
gray squirrels,stalk the bird feeder --,my son is thirteen,
warm autumn morning,the mist,unrefreshing,
if I could put it,in a vase for you --,this purple sunset,
Monday morning,dissolving,into coffee,
dockside bar,playing with my ice cubes,I remember Boston,
crushed rose petals --,the letter,I never sent,
how perfectly,it clings --,her black suede skirt,
at Downtown Crossing,the weekend exchange,of their son,
asleep on the train,my dreams of balmy beaches,end at South Station,
first frost --,in the back of the closet,a pile of unmatched gloves,
white blossoms,on these black branches --,summer leaves,
a toast:,if not for this beer,I'd be alone tonight,
roses bow,before the passing train,
the game postponed,ducks encircle,second base,
in the alleyway,broken glass,and well-fed cats,
dirty old river ,must you keep rolling ,through the night?,
night after night ,her silhouette ,practicing kata,
sleepless night,lightning reflected,in the cat's eyes,
on the fire escape,the breeze shifts direction,from pizza to Chow Mein,
October rain --,the silence,of the sparrows,
Lily Lake --,a merciful mirror,covered with leaves,
waiting for the train,three Russians argue politics,in broken English,
with no one to call,I find another dime,
missing the early train,I wonder if you are also,watching the sunset,
winter sun --,make mine,a double espresso,
skyscraper,reflection,in courtyard puddle,
lost:,one lonely bachelor,without his cats,
the ferry horn sounds --,waving goodbye,to my children,
for one more night,we ignore each other,the cactus and I,
in a back room,broken toy soldiers,marked &quot;return&quot;,
in the trainyard,snow still covers,the old caboose,
noticing my stare,she hides,her Victoria's Secret bag,
morning sun --,palm leaves,cling to dew drops,
today's wake-up call ,another cat fight,
the lights go out ,replaced ,by lightning,
mischievous wind,blowing dandelion seeds,on the neighbor's lawn,
Tompkins Square:,an old man teaches Tai-Chi,to the pigeons,
toes gripping the carpet,I surf the web,
approaching storm,I rush home,to update my resume,
when I am in love,I am afraid,to count flower petals,
perched on the balcony ,I mimic ,the mockingbird,
sipping a beer,the iguana,doesn't move,
cold december night,taking refuge,in a blues guitar,
sipping my tea --,the tired hum,of a disk drive,
after the rain ,rainbows swirl ,in streetside puddles,
in his Sunday best,my son proudly displays,his new pet bullfrog,
awaiting the verdict,my eyes are riveted,to commercials,
our wedding day:,the joyful wail,of a blues guitar,
dark, soft,and so effervescent --,this freshly poured Guinness,
bathroom graffiti,one heart two names,crossed out,
saying goodbye,to my children --,grey winter rain,
just before sunrise,I search for shooting stars,in the indigo sky,
another job interview,smiling politely while,my name is mispronounced,
chapped lips,aching,or your kiss,
my old workplace,the security guard sleeps,undisturbed,
now that the thunder ,has subsided ,I am unable to sleep,
World Trade Center -,a pair of sunsets,
military jet,carves a white scar,in the sky,
Monday morning,traffic jam --,slow steady rain,
broken clouds,time to build,another dream,
College Point,lawn chair audience,judging traffic,
stood up again,I close my eyes,to the comet,
troubled sleep,grandfather clock,in need of oil     ,
armed with cold coffee ,Romeo takes aim ,at the silent lark,
blind man's dog,looks into my eyes,
ignoring the rain,she holds her roses high,
just outside,my bachelor pad --,abandoned bird nest,
standing in the rubble,exactly,where my room once was,
first date,between awkward pauses,he imagines her naked,
outside Starbuck's,the rush hour crowd,of pigeons,
watching Annie Hall,alone,
turning forty,a long and glorious sunset,
Tuesday morning --,pigeons search,for seeds in the sand,
outside the Alamo,an old Chicano,begs for change,
January,my shoes,the color of road salt,
following a sleepless night,impenetrable morning haze,
savoring,the beautiful weather,on this postcard,
our first Christmas,snow angels,holding hands,
asleep on the beach,a man and his surfboard,
inching closer,the bartender's same speech,about the weather,
moving day --,the letter,I thought I'd sent,
checking our baggage,we can finally gloat,at the pale-skinned tourists,
home from work late again --,another burned-out light bulb,
such unexplored potential:,the empty escalator,
washing the dishes,a housefly,caught in the curtains,
my favorite chair,far too comfortable,to be comfortable,
outside the bank,a man asks,spare change?,
this bitter ale,the taste of her lipstick,
January in Dallas,a continuum of gray,
exactly not,in rhythm with the waves,the wind chimes,
October rain --,the perfect curveball,skipped between puddles,
sleepless night,the silence,of the Mass Pike,
taking the late train,tourists admire,my coffee-stained shirt,
my faithful dog ,licks the wine ,from my beard ,
Brigham Circle,a Muslim woman,in veil and sneakers,
alone at the station,I engage in small talk,with another billboard queen,
on the other side,of the crowded restaurant,the softness of your face,
rush hour --,a beautiful woman,helps a blind man,cross the street,
outdoor cafe,now serving,a late April frost,
on the front lawn,my son's baseball glove,clutches a snowball,
punk night club,by the fourth set,his mohawk is exhausted,
taking refuge,from the storm,in a Scottish Ale,
missing my children,these tired rusty,railroad tracks,
November rain,gray melts,into gray,
happy hour over,the lonely drive home,
lost in a strange town,the smiles of my children,
downtown Boston,skyscrapers ascending,into fog,
Lincoln Memorial --,a battlefield,of amateur photographers,
walking down Pennsylvania Avenue,I count more languages,than volkswagens,
lost in Washington --,two Bostonians,and their taxi driver,
spring thaw,loosening the top button,of her blouse,
elbows on the bar,does he think I look as drunk,as I think he does?,
keeping rhythm,with the waves --,unanswered pay phone,
glittering,under the city lights,a broken beer bottle,
freezing rain,the pavement,sparkles,
the longest day --,waiting for my flight,I watch the sunset,
another late night --,falling asleep,just as the taxi passes my street,
Thanksgiving leftovers,words,I never should have said,
a steady snowfall --,reading and re-reading,my daughter's letter,
on the road,I savor,your email,
wishing my son,happy birthday,on the answering machine,
one year later,the bartender pretends,to recognize me,
Xmas shopping,with one hand,always on my wallet,
Austin morning,making love,to the music of rain,
sidewalk dance --,still reluctant,to kiss in public,
six weeks without rain,her dark eyes reflect,a cloudless sky,
even after three beers,the jukebox,won't play my song,
now all I can do,is remember...,goodbye, my friend,
first warm day of Spring --,wild flowers blossom,in my daydreams,
afternoon rain,suddenly I remember,where I left my umbrella,
urban cemetery --,an old man,straightens a tombstone,
early for the train,rusty track disappears,into haze,
clinging to your kiss,the moving van,is right on time,
silent street --,beyond every corner,a nightmare,
the fresh snow,robbing food,from the sparrow,
abandoned warehouse --,shift change,at the pigeon nest,
November storm,the trees surrender,their golden leaves,
blur of passing cars --,a pothole puddle,finds the lost shoe,
after a long weekend,the train,seems especially loud,
incense of burning leaves,fills the pastel sky,
trying to decipher ,the hidden message ,in the sea gull tracks,
Monday afternoon --,perusing the want ads,between volleyball games,
Downtown Crossing --,a rusty subway car,sings the blues,
Veteran's Day --,a tiny paper flag,pinned to shabby fatigues,
full of energy,on this hot summer night,-- a mosquito,
en route to the interview,a street performer,without an audience,
reflected,in my daughter's eyes,her father's tears,
all night long,the invisible sound,of the subway,
in the waiting room,a goldfish,watches me,
income tax day --,the season's first spider web,and its victim,
one above zero,hastily removing,my scarf,
my cat's eyes,incinerate,the grasshopper,
nearly all the leaves,have fallen --,new wrinkles on my face,
our wedding day --,the joyful wail,of a blues guitar,
warm April day,the lazy cotton,of her peasant blouse,
weeks after Easter,the empty basket,
broken streetlight --,lightning,without thunder,
overnight storm,so many golden leaves,on the ground,
tightly clutching ,a dozen roses ,from someone else,
morning mist --,still tasting,last night's beer,
first day of school,the battle,of baggy jeans,
rockin' at 38,too close to the mosh pit,too far from the stage,
from a high tension wire,a hawk watches me,cold colorless rain,
late autumn color,fresh graffiti,on the train station wall,
seagull,warily courting,the kite,
taking the late train,a sky filled,with rambling clouds,
Boston sunset,the deepening amber,of a bitter ale,
decorated,with stickers and prayers,my daughter's renga link,
pleasant summer night --,I spare,the spider web,
dollar pint night,a queasy mixture,of trip-hop and soul,
missing the last train,the lingering diesel fumes,burn,
clinging,to her sundress,the wind,
New Year's Eve,the bitter taste,of cheap champagne,
traversing the strings,of my guitar,a spider,
a lamp crashes to the floor: ,the sound of padded feet,
peeking through,the autumn haze,gold velvet moon,
more fleeting than your kiss - ,this shadow ,on the moon,
firmly planted,in the garden,a pair of pink flamingos,
my 38th birthday --,the tired aching moan,of the train,
first snow flurry --,how I long,to keep you warm,
sleepless night --,searching for dew,beneath brittle leaves,
last days of summer --,short skirts,long coats,
late-night disco,the resounding clarity,of her see-through blouse,
unraked leaves --,the wind sighs,through bare tree limbs,
Segovia's guitar ,the sweet arpeggio ,of rain,
freezing rain --,the trees,are broken glass,
ripples in the stream,my fingers,through your hair,
on my dashboard ,dried flowers ,that were meant for you,
on the express train,a baby sleeps,uninterrupted,
hot morning sun --,she is watching me,not look at her legs,
Minnetonka,indistinguishable,from the gray sky,
September wedding,the sweltering heat,of a blues guitar,
our wedding day,searching the shadows,for my daughter's smile,
overcast morning,she skips past,today's horoscope,
winter rain,forgetting,my Mother's birthday,
just when I needed,to wish on a star --,overcast night,
beyond every daydream horizon,the New York City skyline,
the kiss goodbye --,from the corner of my eye,I can see you counting stars,
pointing its long white finger,at the sea,a funnel cloud,
asleep at the end of the bar,another Christ metaphor,
October,coming home early,to my dark apartment,
stranded at O'Hare,by a blizzard,somewhere else,
five minutes to eight,all eyes,on the invisible train,
guarding the bird feeder,a pair of fat squirrels,
final approach --,the silent rush,of suburban streetlights,
Hooters - 9 a.m.,waiting at the kitchen door,a dozen pigeons,
the cruel flirts!,once again too late,for morning glories,
after the storm,the freshly poured pavement,of fallen leaves,
bright summer day --,bending down for a ground ball,I see stars,
reading a casino ad,the conductor asks,for my ticket,
lingering,in my apartment --,distant barbecue,
tonight's traffic,slower than,our last dance,
lonely night --,waiting for your phone call,and my pizza,
a cold drink,in January --,the sound of ice cubes,
correcting the taxi driver,in a strange town --,a sky filled with clouds,
morning breeze,last night's rain,falls from the trees,
Rockefeller Center:,skating,through rush hour traffic,
overlooking the lake ,steam rises ,from my tea,
averting my gaze,from her deep blue eyes,the sudden chill,
autumn night,drinking,the absence of rain,
its gentle lullaby,keeps me awake --,autumn rain,
monday morning ,guess who forgot ,to buy the coffee?,
between T stops,I read,your eyes,
leaving Minneapolis --,a bold and lonely sunset,
summer jog --,her tight white tank top,makes me dizzy,
passing the freightyard,a procession,of low-lying clouds,
my sleeping daughter,wipes away,my good night kiss,
Downtown Crossing,pigeons peck,the fallen tinsel,
April wind clutching the hem of her skirt,
first frost --,my wife's,flannel pajamas,
early morning workout --,I bend down in the dark,to pick up my keys,
the accidental poet --,spilling my coffee,I wave goodbye,
Halloween rain --,two unopened bags of candy,just for us,
Halloween morning -- ,Cleopatra,serves me coffee,
Halloween commute --,Broom Hilda,waits for the bus,
autumn overcast,the silence,of dampened leaves,
Chinatown morning,crossing,yesterday's dishwater,
the Dow recovers,the beggar's,dirty coffee cup,
the NASDAQ falls --,moss clings,to a weathered tombstone,
visiting my daughter's campus,a last leaf,clings to the tree,
moving day --,gently dusting off,a family photo,
the last curl unfurls,from my daughter's perm --,low-lying clouds,
indefinite delay,no there's no chance,she'll smile at me,
rubbing my eyes,the spots won't go away --,ladybugs on the ceiling,
at the health club,a petite girl re-adjusts the weights,after I've used them,
crowded train --,a fight breaks out,between perfumes,
the face,of a Monday morning commuter,thickening clouds,
cold March rain --,my son's,long-distance tears,
first day of June --,I can finally retire,the ice scraper,
bright sunlight,through scratched Plexiglas --,a long day ahead,
turning forty-one,a wild rose,among weeds,
turning forty-one,a weed,in the rose garden,
all alone,in a cool quiet corner,the homebrew ferments,
long after the fire is gone,our old cat,sits by the wood stove,
unlocking the car door,I sigh,-- crocuses in bloom,
rearranging his gym bag,he stuffs in,a graduation gown,
a beautiful day,three empty lines,in my haiku notebook,
bright city lights --,I cannot see,the moon,
piercing,the overcast,stiletto heels,
bitterly cold,the dog barks,all night long,
icy wind,the approaching train,so painfully slow,
icy wind,rushing,to avoid the begger,
commuter daydream --,I follow the slit in her skirt,into oncoming traffic,
after the rain,bare tree branches sparkle ,in perfect stillness,
after the rain,the bold bright color,of her lipstick,
Freedom Trail,closed,due to construction,
busy night at the pub,the barmaid's,shiny navel,
last stop --,an abandoned baseball glove,on the number 7 train,
no survivors --,the glow of the TV test pattern,at 4 a.m.,
approaching cold front,as I get up from bed,the cat takes my place,
Primary Day,unable to part my hair,on the right or left ,
late April snow,melting on contact,with her cleavage,
commuter couple,synchronizing,Palm Pilots,
wild ride on Wall Street,my favorite pot hole,remains unfilled,
single-digit temperatures ,the cracks deepen,in my ex-wife's makeup,
setting the clocks back,my hair ,is no less gray,
sixteen across:,a seven-letter word,for &quot;too far away&quot;,
pregnant commuter --,her Wall Street Journal,kicks,
empty mouse trap,a cloudless Spring morning,
Independence Day --,sweating out the week,before Pay Day,
overcast morning,the flickering glow,of an oncoming train,
one more long summer --,Sunday's crumpled sports section,misses the basket,
October fog --,the weekend dissolves,into coffee,
after the funeral,a grieving father,drowns himself in beer,
a hug,from my eldest son,deep orange sunset,
threatening sky --,one more day,the letter remains unsent,
planning my vacation,a button missing,from my shirt,
the mockingbird laughs,what have I ever,done to you?           ,
waiting for the alarm to ring a truck engine idles,
the NASDAQ drops,snowflakes cling,to a styrofoam cup,
home from work late,a fox scurries               ,across the street,
a quiet Thanksgiving --,five empty place settings,at the table,
wind-blown snow she lets down her hair,
commuter couple --,too rushed for a kiss,she spills his coffee,
Good Friday,a moment of silence,on Wall Street,
falling to the carpet,from her long red hair,St. Patrick's Day snow,
too late for a beer --,the cold driving rain,
awakened by silence,we search for the footsteps,of our cat,
asleep on the train,a gull soars,between skyscrapers,
question of the day:,who will rescue Elian,from my TV screen?,
unannounced stop --,paying bills on the train,my pen runs out of ink,
Y2K outage,too busy partying,to fill the bird feeder,
Downtown Crossing --,a homeless man gives,directions to tourists,
back from vacation,her faraway tan,
weekend approaching,she shivers,in a flowered sundress,
winter sky,clutching my coffee,the moon sets,
reflecting,the graffiti landscape,Soho rain,
all alone,on the last train,a crumpled pile of newspapers,and me,
last call,second-hand smoke,lingers,
hot summer morning --,the unexpected breeze,from a passing train,
early spring morning,the violent wind,of a passing express train,
airport delay,flocks of seagulls,land and take off,
morning in Montreal,a joyful reunion,with our luggage,
Phillips Square,a pigeon sits on the head,of a mighty king,
St. Catherine's Street,a desheveled man begs,in two languages,
Latin Quarter cafe,one more hour,to drink it all in,
Brooklyn Heights,a broken swing,in a crowded playground,
all alone,in the pre-dawn haze,Father's Day moon,
dockside brass band --,a child's red balloon   ,dances in the wind,
lost in a cold April wind the robin's song,
giving change,to the blind man,a beautiful woman,
waiting for the eclipse,I see,only clouds,
always waiting,for the next train --,wild irises,
market forecast:,record warmth,followed by rain,
finally off-duty,the veteran conductor,sleeps standing up,
post-Independence Day fireworks --,her brand new nightie  ,falls to the ground,
midsummer fireworks --,four young girls,in bikini tops,
one day after Easter,all that's left of her kisses,are scattered foil wrappers,
the old cat --,a mouse hurries past,the sound of snoring,
sleeping on the train,I watch her,sleeping on the train,
threatening sky,today she rides the train,alone,
silence at the bus stop --,another walkman,joins the crowd,
crowded subway car,the fragrance of flowers,on her sundress,
morning rain --,I wonder if my children,are still sleeping,
from 30,000 feet,the lazy bends,of the Mississippi,
Bourbon Street morning,hosing down the sidewalks,for another day,
Jackson Square,between solos the old man dances,with his trombone,
New Orleans jazz club,the rhythm of the sweat,of the tuba player,
dangling from the streetcar roof,faded Mardi Gras beads,
startled from sleep --,was it the Mass Pike,or a lonely trombone?,
first day of school --,alone at the bus stop,the new kid shivers,
empty golf course --,my children's sand castles,carefully preserved,
news from my home town --,the hawk seems so peaceful,when circling above,
first snowfall --,I need a shovel,to find my boots,
a decisive victory --,the chipmunk opens,a sunflower seed,
tired of the baby's teasing,an old dog pretends to sleep,
reflected,in melting snow,bare tree limbs,
in the &quot;o&quot;,of Family Court House,sparrows build a nest,
Autumn overcast --,our old cat's,bony shoulders,
boarding the train a stranger sits in my favorite seat,
the NASDAQ falls --,time to plant,the chile peppers,
snow in the forecast,a sparrow perches,on the empty bird feeder,
bitterly cold,a box of old love letters,hidden in the attic,
first day of spring,her white flowered sundress,and winter jacket,
between performances,the circus clown,lights up a cigar,
waiting for the school bus,line after line,of freshly mowed grass,
adjusting my watch forward,I count the beers,I've missed,
London rain --,a pair of Americans,without umbrellas,
Waterloo Sunset --,the glitter of cellophane,floating on the Thames,
London sunshine --,back in New York,my youngest son turns nine,
Seven Sisters --,emerging from the Underground,into dreadlocks,
London Tower --,guards in period costume,monitor video cameras,
King's Cross --,embarassed by voices,with American accents,
London Underground,the silence,of a crowded train,
watching over the English countryside,the towers of a nuclear power plant,
North Yorkshire pub --,a sloppy kiss,from a friendly dog,
atop the ruins,of a Yorkshire castle,a well-pierced teenager sleeps,
fading in and out,the distant car alarm,of my dreams,
casual Friday,her unbraided hair,
after the bank merger,teller lines,twice as long,
lunch hour --,the ATM,eats my card,
opening day,the long fly ball,of my dreams,
between me,and the next cold beer,a broken down train,
Fenway Park rain,the hotdog vendor,yawns,
watching my three sons sleep --,dew streaks on the bedroom window,
on the plastic seat,of a number 7 train,an unclaimed baseball glove,
too close to call,two snowflakes,race toward the ground,
Mass Pike traffic --,the slow grind,of clenched teeth,
her well-tanned shoulders,wrapped in a sweater --,the end of summer,
The Great Debate --,Colombian Supremo,or Dark Roast?,
Mass Pike underpass,a tangled wreckage,of flowers and words,
cool August morning,clutching my coffee mug,with both hands,
standing room only --,I adjust the moustache,of a billboard supermodel,
waiting for the ferry,an empty cup,floats beside the dock,
a brief surprise,her ultra-short,miniskirt,
fallen soldier,gazes into the twilight,-- the bitter cold,
tucked in sickbeds,each child waits,for a turn to cough,
between nightmares,the soft rumble,of the Mass Pike,
downtown Irish pub,three beers later,he's a Republican,
just in time for the train --,morning overcast,,
a train approaches --,descending the stairway,she smiles,
January rain,packing up my children,for the long ride home,
by the third forehead smudge,I remember --,it's Ash Wednesday,
reading an old letter,I remember the color,of her eyes,
first Monday,of Daylight Savings --,the thickening clouds,
unshaven I savor a peach,
casual workplace --,unshaven,I savor a peach,
autumn moon --,the glowing embers,of the wood stove,
March madness,I make a perfect free throw,into the recycle bin,
snow falls lightly,the cat burrows,between quilts,
